,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
797,94568,"46,016","3,011","15,773","$562,800",15.29,0.00,"14,907","$114,812","23,972",52&percnt;,"22,044",48&percnt;,"23,628",51.3&percnt;,"4,347",9.4&percnt;,246,0.5&percnt;,"12,310",26.8&percnt;,287,0.6&percnt;,"2,455",5.3&percnt;,"2,743",6.0&percnt;,"8,610",58&percnt;,"1,997",13&percnt;,"3,201",21&percnt;,"1,099",7&percnt;,"9,015",60&percnt;,"5,892",40&percnt;,"40,242",87.5&percnt;,"5,669",12.3&percnt;,13,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,92,0.2&percnt;,"8,568",54&percnt;,854,5&percnt;,"5,485",35&percnt;,866,5&percnt;,292,34&percnt;,29,3&percnt;,243,28&percnt;,37,4&percnt;,92,11&percnt;,0,0&percnt;,173,20&percnt;,134,2&percnt;,"1,736",31&percnt;,"2,384",43&percnt;,"1,323",24&percnt;,"17,141",45&percnt;,"9,183",24&percnt;,"11,406",30&percnt;,"17,141",45&percnt;,"9,183",24&percnt;,"11,406",30&percnt;,"18,374",81.4&percnt;,"2,059",9.1&percnt;,0,0.0&percnt;,62,0.3&percnt;,755,3.3&percnt;,"1,319",5.8&percnt;,"1,661",10&percnt;,"5,079",32&percnt;,"1,100",7&percnt;,"5,074",32&percnt;,"2,186",14&percnt;,485,3&percnt;,469,3&percnt;,"7,014",81.4&percnt;,"1,259",14.6&percnt;,349,4.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,94571,"7,911",67,"4,149","$217,500",117.62,20.72,"3,681","$54,223","3,841",49&percnt;,"4,070",51&percnt;,"6,436",81.4&percnt;,373,4.7&percnt;,63,0.8&percnt;,371,4.7&percnt;,22,0.3&percnt;,355,4.5&percnt;,291,3.7&percnt;,"1,965",53&percnt;,414,11&percnt;,"1,120",30&percnt;,182,5&percnt;,"3,003",82&percnt;,678,18&percnt;,"7,908",100.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,3,0.0&percnt;,"1,934",47&percnt;,903,22&percnt;,844,20&percnt;,468,11&percnt;,124,26.5&percnt;,3,0.6&percnt;,77,16.5&percnt;,18,3.8&percnt;,131,28.0&percnt;,2,0.4&percnt;,113,24.1&percnt;,0,0&percnt;,230,21&percnt;,560,51&percnt;,317,29&percnt;,"1,539",22&percnt;,"1,675",23&percnt;,"3,931",55&percnt;,"1,539",22&percnt;,"1,675",23&percnt;,"3,931",55&percnt;,"2,257",88.3&percnt;,13,0.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,181,7.1&percnt;,106,4.1&percnt;,387,12&percnt;,"1,801",56&percnt;,342,11&percnt;,465,14&percnt;,188,6&percnt;,0,0&percnt;,41,1&percnt;,688,79.6&percnt;,105,12.2&percnt;,71,8.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,94572,"8,684","2,000","3,130","$294,700",4.34,0.88,"2,914","$64,756","4,239",49&percnt;,"4,445",51&percnt;,"3,796",43.7&percnt;,"1,407",16.2&percnt;,53,0.6&percnt;,"1,792",20.6&percnt;,62,0.7&percnt;,885,10.2&percnt;,689,7.9&percnt;,"1,454",50&percnt;,732,25&percnt;,581,20&percnt;,147,5&percnt;,"1,786",61&percnt;,"1,128",39&percnt;,"8,643",99.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,41,0.5&percnt;,"1,460",47&percnt;,400,13&percnt;,"1,054",34&percnt;,216,7&percnt;,85,39&percnt;,8,4&percnt;,44,20&percnt;,11,5&percnt;,4,2&percnt;,0,0&percnt;,64,30&percnt;,0,0&percnt;,156,16&percnt;,552,55&percnt;,291,29&percnt;,"2,528",36&percnt;,"1,840",26&percnt;,"2,707",38&percnt;,"2,528",36&percnt;,"1,840",26&percnt;,"2,707",38&percnt;,"3,370",90.0&percnt;,120,3.2&percnt;,9,0.2&percnt;,0,0.0&percnt;,133,3.6&percnt;,111,3.0&percnt;,474,15.5&percnt;,"1,617",53.0&percnt;,227,7.4&percnt;,588,19.3&percnt;,85,2.8&percnt;,19,0.6&percnt;,39,1.3&percnt;,"1,370",84.1&percnt;,156,9.6&percnt;,103,6.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,94574,"8,742",68,"4,406","$919,800",127.80,2.09,"3,635","$83,551","4,188",48&percnt;,"4,554",52&percnt;,"6,941",79.4&percnt;,44,0.5&percnt;,54,0.6&percnt;,160,1.8&percnt;,14,0.2&percnt;,"1,312",15.0&percnt;,217,2.5&percnt;,"1,809",50&percnt;,438,12&percnt;,"1,143",31&percnt;,245,7&percnt;,"2,669",73&percnt;,966,27&percnt;,"8,581",98.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,101,1.2&percnt;,0,0.0&percnt;,60,0.7&percnt;,"1,314",30&percnt;,754,17&percnt;,"1,567",36&percnt;,771,17&percnt;,100,13.0&percnt;,8,1.0&percnt;,54,7.0&percnt;,22,2.9&percnt;,469,60.8&percnt;,1,0.1&percnt;,117,15.2&percnt;,143,8&percnt;,232,13&percnt;,637,36&percnt;,747,42&percnt;,"2,993",39&percnt;,"1,822",24&percnt;,"2,894",38&percnt;,"2,993",39&percnt;,"1,822",24&percnt;,"2,894",38&percnt;,"3,359",76.5&percnt;,6,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,417,9.5&percnt;,611,13.9&percnt;,359,11&percnt;,"1,228",37&percnt;,163,5&percnt;,"1,078",32&percnt;,316,9&percnt;,166,5&percnt;,36,1&percnt;,"1,174",74.5&percnt;,283,18.0&percnt;,119,7.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,94576,164,444,84,0.37,0.00,70,"$40,104",70,43&percnt;,94,57&percnt;,144,87.8&percnt;,1,0.6&percnt;,4,2.4&percnt;,6,3.7&percnt;,0,0.0&percnt;,3,1.8&percnt;,6,3.7&percnt;,30,43&percnt;,10,14&percnt;,23,33&percnt;,7,10&percnt;,55,79&percnt;,15,21&percnt;,147,90&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,17,10&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,28,33&percnt;,13,15&percnt;,29,35&percnt;,14,17&percnt;,2,14&percnt;,1,7&percnt;,2,14&percnt;,0,0&percnt;,6,43&percnt;,0,0&percnt;,3,21&percnt;,0,0&percnt;,0,0&percnt;,12,60&percnt;,8,40&percnt;,23,30&percnt;,20,26&percnt;,34,44&percnt;,23,30&percnt;,20,26&percnt;,34,44&percnt;,43,100&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,10,100&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,11,100&percnt;,0,0&percnt;,0,0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,94577,"45,560","5,591","17,714","$378,200",8.15,1.37,"16,710","$63,388","21,851",48&percnt;,"23,709",52&percnt;,"18,380",40.3&percnt;,"5,877",12.9&percnt;,389,0.9&percnt;,"11,290",24.8&percnt;,352,0.8&percnt;,"6,618",14.5&percnt;,"2,654",5.8&percnt;,"7,502",45&percnt;,"3,460",21&percnt;,"4,605",28&percnt;,"1,143",7&percnt;,"11,091",66&percnt;,"5,619",34&percnt;,"45,105",99.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,286,0.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,169,0.4&percnt;,"7,087",40&percnt;,"2,330",13&percnt;,"7,293",41&percnt;,"1,004",6&percnt;,475,47&percnt;,21,2&percnt;,139,14&percnt;,29,3&percnt;,47,5&percnt;,0,0&percnt;,293,29&percnt;,582,8&percnt;,"2,119",28&percnt;,"3,134",42&percnt;,"1,651",22&percnt;,"14,951",41&percnt;,"8,759",24&percnt;,"12,414",34&percnt;,"14,951",41&percnt;,"8,759",24&percnt;,"12,414",34&percnt;,"16,837",80.6&percnt;,"2,349",11.2&percnt;,0,0.0&percnt;,53,0.3&percnt;,973,4.7&percnt;,690,3.3&percnt;,"2,320",15&percnt;,"7,068",47&percnt;,"1,239",8&percnt;,"2,964",20&percnt;,821,5&percnt;,234,2&percnt;,323,2&percnt;,"6,042",75.4&percnt;,"1,397",17.4&percnt;,572,7.1&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,94578,"38,558","8,755","14,808","$332,200",4.40,0.00,"13,933","$51,518","18,756",49&percnt;,"19,802",51&percnt;,"12,852",33&percnt;,"7,824",20&percnt;,312,1&percnt;,"7,955",21&percnt;,376,1&percnt;,"7,049",18&percnt;,"2,190",6&percnt;,"5,368",39&percnt;,"3,610",26&percnt;,"3,868",28&percnt;,"1,087",8&percnt;,"8,796",63&percnt;,"5,137",37&percnt;,"37,662",97.7&percnt;,0,0.0&percnt;,299,0.8&percnt;,265,0.7&percnt;,200,0.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,132,0.3&percnt;,"4,094",28&percnt;,"1,511",10&percnt;,"8,328",56&percnt;,875,6&percnt;,410,47&percnt;,24,3&percnt;,121,14&percnt;,35,4&percnt;,30,3&percnt;,0,0&percnt;,255,29&percnt;,843,10&percnt;,"2,491",29&percnt;,"3,890",46&percnt;,"1,222",14&percnt;,"11,840",39&percnt;,"7,988",26&percnt;,"10,607",35&percnt;,"11,840",39&percnt;,"7,988",26&percnt;,"10,607",35&percnt;,"13,893",81.4&percnt;,"2,175",12.7&percnt;,17,0.1&percnt;,56,0.3&percnt;,454,2.7&percnt;,477,2.8&percnt;,"2,819",23.9&percnt;,"5,325",45.2&percnt;,957,8.1&percnt;,"1,860",15.8&percnt;,639,5.4&percnt;,165,1.4&percnt;,21,0.2&percnt;,"6,989",83.8&percnt;,643,7.7&percnt;,706,8.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,94579,"20,571","6,567","7,019","$364,300",3.13,0.00,"6,723","$72,369","9,929",48&percnt;,"10,642",52&percnt;,"7,275",35.4&percnt;,"1,359",6.6&percnt;,141,0.7&percnt;,"8,742",42.5&percnt;,122,0.6&percnt;,"1,896",9.2&percnt;,"1,036",5.0&percnt;,"3,783",56&percnt;,"1,334",20&percnt;,"1,300",19&percnt;,306,5&percnt;,"4,179",62&percnt;,"2,544",38&percnt;,"20,538",99.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,33,0.2&percnt;,"3,518",50&percnt;,"1,564",22&percnt;,"1,641",23&percnt;,296,4&percnt;,125,42&percnt;,5,2&percnt;,68,23&percnt;,17,6&percnt;,25,8&percnt;,0,0&percnt;,56,19&percnt;,79,4&percnt;,275,15&percnt;,547,31&percnt;,874,49&percnt;,"7,022",39&percnt;,"4,794",27&percnt;,"6,270",35&percnt;,"7,022",39&percnt;,"4,794",27&percnt;,"6,270",35&percnt;,"8,946",86&percnt;,941,9&percnt;,0,0&percnt;,0,0&percnt;,193,2&percnt;,298,3&percnt;,"1,345",17.5&percnt;,"4,436",57.6&percnt;,434,5.6&percnt;,"1,027",13.3&percnt;,363,4.7&percnt;,31,0.4&percnt;,67,0.9&percnt;,"2,868",83&percnt;,337,10&percnt;,267,8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,94580,"27,152","7,875","8,958","$343,900",3.45,0.01,"8,624","$71,098","13,261",49&percnt;,"13,891",51&percnt;,"12,037",44&percnt;,"1,709",6&percnt;,275,1&percnt;,"6,576",24&percnt;,219,1&percnt;,"4,624",17&percnt;,"1,712",6&percnt;,"4,723",55&percnt;,"1,911",22&percnt;,"1,560",18&percnt;,430,5&percnt;,"5,142",60&percnt;,"3,482",40&percnt;,"27,012",99.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,140,0.5&percnt;,"4,576",51&percnt;,"1,529",17&percnt;,"2,519",28&percnt;,334,4&percnt;,116,35&percnt;,5,1&percnt;,60,18&percnt;,25,7&percnt;,15,4&percnt;,0,0&percnt;,113,34&percnt;,8,0.3&percnt;,514,18.8&percnt;,578,21.1&percnt;,"1,640",59.9&percnt;,"9,108",40&percnt;,"5,367",24&percnt;,"8,186",36&percnt;,"9,108",40&percnt;,"5,367",24&percnt;,"8,186",36&percnt;,"10,977",85.4&percnt;,"1,220",9.5&percnt;,0,0.0&percnt;,19,0.1&percnt;,292,2.3&percnt;,343,2.7&percnt;,"1,541",17.7&percnt;,"4,679",53.8&percnt;,793,9.1&percnt;,"1,269",14.6&percnt;,326,3.7&percnt;,79,0.9&percnt;,10,0.1&percnt;,"4,782",78.9&percnt;,786,13.0&percnt;,495,8.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,94582,"38,537","2,965","13,345","$767,100",13.00,0.02,"12,910","$137,395","18,934",49&percnt;,"19,603",51&percnt;,"16,168",42.0&percnt;,"1,208",3.1&percnt;,74,0.2&percnt;,"18,345",47.6&percnt;,65,0.2&percnt;,599,1.6&percnt;,"2,078",5.4&percnt;,"8,784",68&percnt;,"1,299",10&percnt;,"2,178",17&percnt;,649,5&percnt;,"5,840",45&percnt;,"7,070",55&percnt;,"38,532",100.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,5,0.0&percnt;,"8,907",67&percnt;,486,4&percnt;,"3,517",26&percnt;,435,3&percnt;,85,20&percnt;,15,3&percnt;,153,35&percnt;,75,17&percnt;,54,12&percnt;,0,0&percnt;,53,12&percnt;,137,4&percnt;,"1,169",32&percnt;,"1,267",35&percnt;,"1,085",30&percnt;,"14,557",54&percnt;,"5,796",21&percnt;,"6,730",25&percnt;,"14,557",54&percnt;,"5,796",21&percnt;,"6,730",25&percnt;,"15,202",83.1&percnt;,"1,391",7.6&percnt;,0,0.0&percnt;,14,0.1&percnt;,238,1.3&percnt;,"1,458",8.0&percnt;,139,1&percnt;,"2,087",18&percnt;,642,6&percnt;,"4,564",39&percnt;,"3,094",27&percnt;,412,4&percnt;,651,6&percnt;,"9,519",82.8&percnt;,"1,389",12.1&percnt;,592,5.1&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,94583,"34,859","2,331","13,282","$641,500",14.95,0.00,"12,742","$119,623","17,136",49&percnt;,"17,723",51&percnt;,"23,141",66.4&percnt;,883,2.5&percnt;,133,0.4&percnt;,"7,802",22.4&percnt;,92,0.3&percnt;,980,2.8&percnt;,"1,828",5.2&percnt;,"7,813",61&percnt;,"1,599",13&percnt;,"2,535",20&percnt;,795,6&percnt;,"7,624",60&percnt;,"5,118",40&percnt;,"34,787",99.8&percnt;,0,0.0&percnt;,23,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,49,0.1&percnt;,"7,892",59&percnt;,"1,084",8&percnt;,"3,766",28&percnt;,540,4&percnt;,218,40&percnt;,10,2&percnt;,105,19&percnt;,29,5&percnt;,39,7&percnt;,0,0&percnt;,139,26&percnt;,39,1&percnt;,"1,210",31&percnt;,"1,614",41&percnt;,"1,047",27&percnt;,"12,152",45&percnt;,"7,131",26&percnt;,"7,720",29&percnt;,"12,152",45&percnt;,"7,131",26&percnt;,"7,720",29&percnt;,"14,182",83.3&percnt;,783,4.6&percnt;,0,0.0&percnt;,94,0.6&percnt;,645,3.8&percnt;,"1,323",7.8&percnt;,361,3&percnt;,"3,021",26&percnt;,848,7&percnt;,"4,568",40&percnt;,"1,859",16&percnt;,421,4&percnt;,428,4&percnt;,"6,390",81.8&percnt;,"1,079",13.8&percnt;,339,4.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,94585,"28,263",251,"9,511","$214,900",112.41,4.87,"8,954","$70,374","13,974",49&percnt;,"14,289",51&percnt;,"10,970",38.8&percnt;,"5,714",20.2&percnt;,197,0.7&percnt;,"5,332",18.9&percnt;,338,1.2&percnt;,"2,909",10.3&percnt;,"2,803",9.9&percnt;,"4,873",54&percnt;,"2,103",23&percnt;,"1,464",16&percnt;,514,6&percnt;,"4,940",55&percnt;,"4,014",45&percnt;,"28,111",99.5&percnt;,113,0.4&percnt;,12,0.0&percnt;,5,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,22,0.1&percnt;,"5,628",59&percnt;,558,6&percnt;,"2,768",29&percnt;,557,6&percnt;,173,31&percnt;,8,1&percnt;,191,34&percnt;,30,5&percnt;,35,6&percnt;,0,0&percnt;,120,22&percnt;,24,1&percnt;,379,13&percnt;,676,23&percnt;,"1,892",64&percnt;,"9,232",43&percnt;,"5,222",24&percnt;,"7,179",33&percnt;,"9,232",43&percnt;,"5,222",24&percnt;,"7,179",33&percnt;,"11,655",89.2&percnt;,387,3.0&percnt;,10,0.1&percnt;,53,0.4&percnt;,510,3.9&percnt;,448,3.4&percnt;,"1,240",13.8&percnt;,"5,418",60.5&percnt;,799,8.9&percnt;,"1,161",13.0&percnt;,223,2.5&percnt;,81,0.9&percnt;,39,0.4&percnt;,"6,282",88.7&percnt;,300,4.2&percnt;,499,7.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,94587,"69,516","3,525","21,258","$474,300",19.72,0.00,"20,433","$82,083","34,318",49&percnt;,"35,198",51&percnt;,"16,640",23.9&percnt;,"4,402",6.3&percnt;,329,0.5&percnt;,"35,363",50.9&percnt;,892,1.3&percnt;,"7,253",10.4&percnt;,"4,637",6.7&percnt;,"12,734",62&percnt;,"3,943",19&percnt;,"2,740",13&percnt;,"1,016",5&percnt;,"11,367",56&percnt;,"9,066",44&percnt;,"68,998",99.3&percnt;,0,0.0&percnt;,14,0.0&percnt;,75,0.1&percnt;,7,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,422,0.6&percnt;,"11,343",53&percnt;,"2,237",11&percnt;,"6,853",32&percnt;,825,4&percnt;,384,46.5&percnt;,12,1.5&percnt;,214,25.9&percnt;,39,4.7&percnt;,39,4.7&percnt;,1,0.1&percnt;,136,16.5&percnt;,244,4&percnt;,"1,623",24&percnt;,"2,778",40&percnt;,"2,220",32&percnt;,"23,423",42&percnt;,"12,485",22&percnt;,"19,784",36&percnt;,"23,423",42&percnt;,"12,485",22&percnt;,"19,784",36&percnt;,"24,860",86.7&percnt;,"2,474",8.6&percnt;,0,0.0&percnt;,20,0.1&percnt;,645,2.2&percnt;,691,2.4&percnt;,"2,819",13&percnt;,"9,469",42&percnt;,"1,545",7&percnt;,"6,017",27&percnt;,"1,745",8&percnt;,329,1&percnt;,477,2&percnt;,"10,590",78.2&percnt;,"1,766",13.0&percnt;,"1,192",8.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,94588,"30,842",945,"11,263","$641,600",32.64,0.00,"10,935","$119,849","15,271",50&percnt;,"15,571",50&percnt;,"18,885",61.2&percnt;,620,2.0&percnt;,95,0.3&percnt;,"8,888",28.8&percnt;,75,0.2&percnt;,712,2.3&percnt;,"1,567",5.1&percnt;,"7,155",65&percnt;,"1,320",12&percnt;,"1,920",18&percnt;,540,5&percnt;,"6,005",55&percnt;,"4,930",45&percnt;,"30,786",99.8&percnt;,0,0.0&percnt;,6,0.0&percnt;,0,0.0&percnt;,1,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,49,0.2&percnt;,"6,673",59&percnt;,"1,045",9&percnt;,"3,217",29&percnt;,328,3&percnt;,121,37&percnt;,15,5&percnt;,62,19&percnt;,20,6&percnt;,54,16&percnt;,0,0&percnt;,56,17&percnt;,17,0.5&percnt;,"1,071",31.1&percnt;,"1,343",39.0&percnt;,"1,012",29.4&percnt;,"10,928",46&percnt;,"5,694",24&percnt;,"6,922",29&percnt;,"10,928",46&percnt;,"5,694",24&percnt;,"6,922",29&percnt;,"11,906",81.0&percnt;,"1,097",7.5&percnt;,0,0.0&percnt;,19,0.1&percnt;,601,4.1&percnt;,"1,076",7.3&percnt;,485,5&percnt;,"2,753",27&percnt;,800,8&percnt;,"3,098",31&percnt;,"2,099",21&percnt;,300,3&percnt;,493,5&percnt;,"6,520",89.1&percnt;,558,7.6&percnt;,242,3.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,94589,"29,876","2,607","9,973","$181,600",11.46,0.13,"9,148","$56,068","14,542",49&percnt;,"15,334",51&percnt;,"7,615",25.5&percnt;,"7,313",24.5&percnt;,134,0.4&percnt;,"7,995",26.8&percnt;,366,1.2&percnt;,"4,349",14.6&percnt;,"2,104",7.0&percnt;,"4,395",48&percnt;,"2,501",27&percnt;,"1,756",19&percnt;,496,5&percnt;,"5,395",59&percnt;,"3,753",41&percnt;,"29,322",98.1&percnt;,4,0.0&percnt;,4,0.0&percnt;,255,0.9&percnt;,15,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,276,0.9&percnt;,"4,869",49&percnt;,"1,212",12&percnt;,"3,067",31&percnt;,825,8&percnt;,287,35&percnt;,17,2&percnt;,220,27&percnt;,33,4&percnt;,26,3&percnt;,0,0&percnt;,242,29&percnt;,55,2&percnt;,546,16&percnt;,958,27&percnt;,"1,936",55&percnt;,"7,782",33&percnt;,"6,252",26&percnt;,"9,855",41&percnt;,"7,782",33&percnt;,"6,252",26&percnt;,"9,855",41&percnt;,"10,682",92.2&percnt;,262,2.3&percnt;,0,0.0&percnt;,17,0.1&percnt;,258,2.2&percnt;,371,3.2&percnt;,"1,590",17.5&percnt;,"5,372",59.2&percnt;,750,8.3&percnt;,"1,031",11.4&percnt;,130,1.4&percnt;,162,1.8&percnt;,39,0.4&percnt;,"4,808",79.2&percnt;,616,10.1&percnt;,645,10.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,94590,"35,420","5,959","15,729","$181,700",5.94,0.97,"13,851","$41,819","17,214",49&percnt;,"18,206",51&percnt;,"13,919",39&percnt;,"8,848",25&percnt;,289,1&percnt;,"4,361",12&percnt;,293,1&percnt;,"4,983",14&percnt;,"2,727",8&percnt;,"4,329",31&percnt;,"3,745",27&percnt;,"4,560",33&percnt;,"1,217",9&percnt;,"9,367",68&percnt;,"4,484",32&percnt;,"34,617",97.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,93,0.3&percnt;,0,0.0&percnt;,439,1.2&percnt;,0,0.0&percnt;,271,0.8&percnt;,"4,344",28&percnt;,"1,417",9&percnt;,"8,090",51&percnt;,"1,878",12&percnt;,"1,043",56&percnt;,24,1&percnt;,233,12&percnt;,41,2&percnt;,48,3&percnt;,0,0&percnt;,489,26&percnt;,486,6&percnt;,"2,430",31&percnt;,"3,308",43&percnt;,"1,558",20&percnt;,"9,263",33&percnt;,"8,472",30&percnt;,"10,747",38&percnt;,"9,263",33&percnt;,"8,472",30&percnt;,"10,747",38&percnt;,"11,865",81.5&percnt;,848,5.8&percnt;,0,0.0&percnt;,78,0.5&percnt;,905,6.2&percnt;,870,6.0&percnt;,"2,335",20&percnt;,"6,300",55&percnt;,707,6&percnt;,"1,514",13&percnt;,366,3&percnt;,148,1&percnt;,111,1&percnt;,"4,651",74.9&percnt;,532,8.6&percnt;,"1,028",16.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
