,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
10,90008,"32,327","8,801","15,006","$447,500",3.67,0.03,"13,841","$38,210","14,477",45&percnt;,"17,850",55&percnt;,"2,747",8.5&percnt;,"22,581",69.9&percnt;,144,0.4&percnt;,829,2.6&percnt;,30,0.1&percnt;,"4,738",14.7&percnt;,"1,258",3.9&percnt;,"3,417",25&percnt;,"4,279",31&percnt;,"5,336",39&percnt;,809,6&percnt;,"9,739",70&percnt;,"4,102",30&percnt;,"32,193",99.6&percnt;,0,0.0&percnt;,1,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,4,0.0&percnt;,0,0.0&percnt;,129,0.4&percnt;,"3,753",25&percnt;,"1,018",7&percnt;,"9,070",60&percnt;,"1,165",8&percnt;,768,66&percnt;,18,2&percnt;,190,16&percnt;,22,2&percnt;,24,2&percnt;,0,0&percnt;,143,12&percnt;,553,6&percnt;,"4,180",45&percnt;,"3,440",37&percnt;,"1,130",12&percnt;,"8,541",32&percnt;,"6,096",23&percnt;,"12,198",45&percnt;,"8,541",32&percnt;,"6,096",23&percnt;,"12,198",45&percnt;,"9,877",79.3&percnt;,"1,523",12.2&percnt;,13,0.1&percnt;,11,0.1&percnt;,317,2.5&percnt;,709,5.7&percnt;,"1,699",18&percnt;,"4,097",44&percnt;,771,8&percnt;,"1,736",19&percnt;,607,7&percnt;,327,4&percnt;,91,1&percnt;,"5,106",79.7&percnt;,919,14.4&percnt;,378,5.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,90010,"3,800","8,309","2,382","$514,300",0.46,0.00,"2,014","$51,359","1,874",49&percnt;,"1,926",51&percnt;,884,23.3&percnt;,167,4.4&percnt;,8,0.2&percnt;,"2,514",66.2&percnt;,1,0.0&percnt;,135,3.6&percnt;,91,2.4&percnt;,576,29&percnt;,245,12&percnt;,939,47&percnt;,254,13&percnt;,"1,765",88&percnt;,249,12&percnt;,"3,771",99.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,29,0.8&percnt;,360,15&percnt;,75,3&percnt;,"1,579",66&percnt;,368,15&percnt;,139,38&percnt;,7,2&percnt;,183,50&percnt;,5,1&percnt;,20,5&percnt;,0,0&percnt;,14,4&percnt;,505,27&percnt;,741,39&percnt;,575,31&percnt;,58,3&percnt;,"1,889",49&percnt;,708,18&percnt;,"1,272",33&percnt;,"1,889",49&percnt;,708,18&percnt;,"1,272",33&percnt;,"1,866",75&percnt;,174,7&percnt;,0,0&percnt;,0,0&percnt;,295,12&percnt;,149,6&percnt;,103,6&percnt;,507,28&percnt;,261,14&percnt;,642,35&percnt;,251,14&percnt;,53,3&percnt;,17,1&percnt;,144,65&percnt;,31,14&percnt;,45,20&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,90011,"103,892","24,240","23,547","$269,300",4.29,0.00,"22,168","$30,171","52,794",51&percnt;,"51,098",49&percnt;,"35,138",33.8&percnt;,"9,764",9.4&percnt;,"1,219",1.2&percnt;,591,0.6&percnt;,37,0.0&percnt;,"52,759",50.8&percnt;,"4,384",4.2&percnt;,"11,005",50&percnt;,"8,034",36&percnt;,"2,215",10&percnt;,914,4&percnt;,"7,456",34&percnt;,"14,712",66&percnt;,"103,430",99.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,138,0.1&percnt;,0,0.0&percnt;,10,0.0&percnt;,0,0.0&percnt;,314,0.3&percnt;,"5,081",22&percnt;,935,4&percnt;,"16,152",69&percnt;,"1,379",6&percnt;,647,47&percnt;,25,2&percnt;,202,15&percnt;,22,2&percnt;,22,2&percnt;,0,0&percnt;,461,33&percnt;,"4,005",25&percnt;,"3,696",23&percnt;,"5,193",32&percnt;,"3,102",19&percnt;,"26,940",38&percnt;,"14,391",20&percnt;,"29,463",42&percnt;,"26,940",38&percnt;,"14,391",20&percnt;,"29,463",42&percnt;,"25,027",66.1&percnt;,"8,437",22.3&percnt;,0,0.0&percnt;,33,0.1&percnt;,"3,036",8.0&percnt;,"1,307",3.5&percnt;,"17,276",64.1&percnt;,"8,237",30.6&percnt;,770,2.9&percnt;,530,2.0&percnt;,88,0.3&percnt;,39,0.1&percnt;,9,0.0&percnt;,"24,907",88.2&percnt;,370,1.3&percnt;,"2,964",10.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,90012,"31,103","9,618","11,370","$394,500",3.23,0.06,"10,327","$28,879","19,493",63&percnt;,"11,610",37&percnt;,"8,432",27.1&percnt;,"4,260",13.7&percnt;,186,0.6&percnt;,"13,696",44.0&percnt;,56,0.2&percnt;,"3,603",11.6&percnt;,870,2.8&percnt;,"3,123",30&percnt;,"1,436",14&percnt;,"4,459",43&percnt;,"1,309",13&percnt;,"8,534",83&percnt;,"1,793",17&percnt;,"21,934",70.5&percnt;,"8,694",28.0&percnt;,0,0.0&percnt;,1,0.0&percnt;,0,0.0&percnt;,33,0.1&percnt;,0,0.0&percnt;,441,1.4&percnt;,823,7&percnt;,372,3&percnt;,"9,132",80&percnt;,"1,043",9&percnt;,577,55&percnt;,57,5&percnt;,74,7&percnt;,42,4&percnt;,164,16&percnt;,9,1&percnt;,120,12&percnt;,"3,048",36&percnt;,"2,576",30&percnt;,"2,298",27&percnt;,561,7&percnt;,"7,532",28&percnt;,"5,686",21&percnt;,"13,456",50&percnt;,"7,532",28&percnt;,"5,686",21&percnt;,"13,456",50&percnt;,"6,679",67.9&percnt;,"1,312",13.3&percnt;,0,0.0&percnt;,43,0.4&percnt;,"1,577",16.0&percnt;,224,2.3&percnt;,"4,996",37.2&percnt;,"4,911",36.6&percnt;,502,3.7&percnt;,"1,948",14.5&percnt;,619,4.6&percnt;,355,2.6&percnt;,87,0.6&percnt;,"2,291",88.4&percnt;,89,3.4&percnt;,213,8.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,90013,"11,772","17,546","7,516","$312,200",0.67,0.01,"6,416","$20,271","7,629",65&percnt;,"4,143",35&percnt;,"4,386",37.3&percnt;,"3,810",32.4&percnt;,168,1.4&percnt;,"1,835",15.6&percnt;,17,0.1&percnt;,"1,047",8.9&percnt;,509,4.3&percnt;,552,9&percnt;,178,3&percnt;,"5,038",79&percnt;,648,10&percnt;,"6,286",98&percnt;,130,2&percnt;,"8,105",68.8&percnt;,5,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,"3,662",31.1&percnt;,603,8.0&percnt;,46,0.6&percnt;,"5,767",76.7&percnt;,"1,100",14.6&percnt;,576,52.4&percnt;,13,1.2&percnt;,179,16.3&percnt;,6,0.5&percnt;,92,8.4&percnt;,1,0.1&percnt;,233,21.2&percnt;,"3,284",65&percnt;,"1,295",26&percnt;,288,6&percnt;,147,3&percnt;,"2,601",26&percnt;,"1,951",20&percnt;,"5,341",54&percnt;,"2,601",26&percnt;,"1,951",20&percnt;,"5,341",54&percnt;,"1,738",46&percnt;,764,20&percnt;,0,0&percnt;,52,1&percnt;,816,21&percnt;,444,12&percnt;,"1,463",25&percnt;,"2,263",39&percnt;,162,3&percnt;,"1,265",22&percnt;,402,7&percnt;,88,2&percnt;,103,2&percnt;,54,21&percnt;,13,5&percnt;,187,74&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,90014,"7,005","24,737","4,990","$345,200",0.28,0.00,"4,109","$16,551","4,471",64&percnt;,"2,534",36&percnt;,"2,813",40.2&percnt;,"2,058",29.4&percnt;,89,1.3&percnt;,"1,149",16.4&percnt;,11,0.2&percnt;,536,7.7&percnt;,349,5.0&percnt;,413,10&percnt;,134,3&percnt;,"2,998",73&percnt;,564,14&percnt;,"3,993",97&percnt;,116,3&percnt;,"5,490",78&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,"1,515",22&percnt;,194,3.9&percnt;,20,0.4&percnt;,"3,895",78.1&percnt;,881,17.7&percnt;,287,32.6&percnt;,4,0.5&percnt;,100,11.4&percnt;,0,0.0&percnt;,29,3.3&percnt;,0,0.0&percnt;,461,52.3&percnt;,"2,480",67&percnt;,901,24&percnt;,172,5&percnt;,132,4&percnt;,"1,917",33&percnt;,"1,235",21&percnt;,"2,688",46&percnt;,"1,917",33&percnt;,"1,235",21&percnt;,"2,688",46&percnt;,"1,296",46.8&percnt;,518,18.7&percnt;,0,0.0&percnt;,8,0.3&percnt;,729,26.3&percnt;,219,7.9&percnt;,634,18&percnt;,"1,379",40&percnt;,342,10&percnt;,733,21&percnt;,211,6&percnt;,128,4&percnt;,34,1&percnt;,113,89.0&percnt;,14,11.0&percnt;,0,0.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,90015,"18,986","11,100","8,245","$429,100",1.71,0.00,"7,420","$27,393","9,833",52&percnt;,"9,153",48&percnt;,"6,711",35.3&percnt;,"1,334",7.0&percnt;,196,1.0&percnt;,"2,671",14.1&percnt;,15,0.1&percnt;,"7,189",37.9&percnt;,870,4.6&percnt;,"2,043",28&percnt;,"1,485",20&percnt;,"3,022",41&percnt;,870,12&percnt;,"5,402",73&percnt;,"2,018",27&percnt;,"18,192",95.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,15,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,779,4.1&percnt;,"1,035",13&percnt;,139,2&percnt;,"6,246",76&percnt;,825,10&percnt;,439,53&percnt;,12,1&percnt;,122,15&percnt;,8,1&percnt;,90,11&percnt;,0,0&percnt;,154,19&percnt;,"2,899",46&percnt;,"1,765",28&percnt;,"1,104",17&percnt;,548,9&percnt;,"6,050",41&percnt;,"3,694",25&percnt;,"5,038",34&percnt;,"6,050",41&percnt;,"3,694",25&percnt;,"5,038",34&percnt;,"4,614",56.2&percnt;,"2,219",27.0&percnt;,0,0.0&percnt;,13,0.2&percnt;,"1,020",12.4&percnt;,339,4.1&percnt;,"2,517",39.5&percnt;,"1,988",31.2&percnt;,323,5.1&percnt;,"1,026",16.1&percnt;,320,5.0&percnt;,155,2.4&percnt;,41,0.6&percnt;,"2,666",84.6&percnt;,187,5.9&percnt;,299,9.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,90017,"23,768","32,725","10,610","$417,600",0.73,0.00,"9,338","$21,030","12,818",54&percnt;,"10,950",46&percnt;,"8,266",34.8&percnt;,"1,430",6.0&percnt;,481,2.0&percnt;,"3,225",13.6&percnt;,24,0.1&percnt;,"9,051",38.1&percnt;,"1,291",5.4&percnt;,"2,420",26&percnt;,"2,106",23&percnt;,"3,537",38&percnt;,"1,275",14&percnt;,"6,568",70&percnt;,"2,770",30&percnt;,"23,587",99.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,44,0.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,137,0.6&percnt;,359,3.4&percnt;,36,0.3&percnt;,"8,943",84.3&percnt;,"1,272",12.0&percnt;,"1,097",86.2&percnt;,14,1.1&percnt;,11,0.9&percnt;,21,1.7&percnt;,84,6.6&percnt;,2,0.2&percnt;,43,3.4&percnt;,"5,590",61&percnt;,"2,213",24&percnt;,837,9&percnt;,511,6&percnt;,"8,147",43&percnt;,"3,794",20&percnt;,"6,975",37&percnt;,"8,147",43&percnt;,"3,794",20&percnt;,"6,975",37&percnt;,"4,746",44.0&percnt;,"4,299",39.9&percnt;,0,0.0&percnt;,25,0.2&percnt;,"1,472",13.6&percnt;,245,2.3&percnt;,"3,978",49.2&percnt;,"2,152",26.6&percnt;,287,3.6&percnt;,"1,194",14.8&percnt;,274,3.4&percnt;,138,1.7&percnt;,61,0.8&percnt;,"3,627",81.7&percnt;,122,2.7&percnt;,689,15.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,90018,"49,310","17,028","16,658","$345,800",2.90,0.00,"15,493","$32,447","23,770",48&percnt;,"25,540",52&percnt;,"12,825",26.0&percnt;,"15,663",31.8&percnt;,471,1.0&percnt;,"1,821",3.7&percnt;,65,0.1&percnt;,"16,139",32.7&percnt;,"2,326",4.7&percnt;,"5,272",34&percnt;,"5,243",34&percnt;,"4,021",26&percnt;,957,6&percnt;,"8,850",57&percnt;,"6,643",43&percnt;,"48,323",98.0&percnt;,0,0.0&percnt;,12,0.0&percnt;,487,1.0&percnt;,0,0.0&percnt;,69,0.1&percnt;,0,0.0&percnt;,419,0.8&percnt;,"3,817",23&percnt;,815,5&percnt;,"10,861",65&percnt;,"1,165",7&percnt;,667,57&percnt;,37,3&percnt;,104,9&percnt;,31,3&percnt;,22,2&percnt;,0,0&percnt;,304,26&percnt;,"1,080",10&percnt;,"4,089",38&percnt;,"3,874",36&percnt;,"1,718",16&percnt;,"13,075",35&percnt;,"9,913",26&percnt;,"14,781",39&percnt;,"13,075",35&percnt;,"9,913",26&percnt;,"14,781",39&percnt;,"14,325",73.1&percnt;,"3,822",19.5&percnt;,11,0.1&percnt;,10,0.1&percnt;,660,3.4&percnt;,769,3.9&percnt;,"5,448",38.5&percnt;,"6,324",44.7&percnt;,634,4.5&percnt;,"1,260",8.9&percnt;,400,2.8&percnt;,42,0.3&percnt;,53,0.4&percnt;,"8,872",85.8&percnt;,544,5.3&percnt;,920,8.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,90019,"64,458","16,578","25,116","$617,300",3.89,0.00,"23,344","$42,043","31,442",49&percnt;,"33,016",51&percnt;,"19,321",30.0&percnt;,"15,249",23.7&percnt;,577,0.9&percnt;,"10,149",15.7&percnt;,59,0.1&percnt;,"15,995",24.8&percnt;,"3,108",4.8&percnt;,"7,984",34&percnt;,"6,079",26&percnt;,"6,820",29&percnt;,"2,461",11&percnt;,"15,676",67&percnt;,"7,668",33&percnt;,"63,137",98.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,873,1.4&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,448,0.7&percnt;,"5,048",20&percnt;,"1,218",5&percnt;,"17,078",68&percnt;,"1,772",7&percnt;,"1,152",65&percnt;,39,2&percnt;,100,6&percnt;,52,3&percnt;,46,3&percnt;,0,0&percnt;,383,22&percnt;,"1,863",11&percnt;,"7,184",41&percnt;,"6,462",37&percnt;,"1,815",10&percnt;,"21,741",41&percnt;,"13,585",26&percnt;,"17,338",33&percnt;,"21,741",41&percnt;,"13,585",26&percnt;,"17,338",33&percnt;,"22,544",71.7&percnt;,"6,061",19.3&percnt;,16,0.1&percnt;,81,0.3&percnt;,"1,280",4.1&percnt;,"1,475",4.7&percnt;,"6,016",28&percnt;,"8,021",37&percnt;,"1,117",5&percnt;,"4,580",21&percnt;,"1,256",6&percnt;,417,2&percnt;,308,1&percnt;,"9,347",79.0&percnt;,"1,524",12.9&percnt;,958,8.1&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,90020,"38,967","34,475","17,900","$511,800",1.13,0.00,"16,514","$38,510","19,381",50&percnt;,"19,586",50&percnt;,"9,486",24.3&percnt;,"2,270",5.8&percnt;,222,0.6&percnt;,"18,515",47.5&percnt;,31,0.1&percnt;,"7,041",18.1&percnt;,"1,402",3.6&percnt;,"5,814",35&percnt;,"3,166",19&percnt;,"5,873",36&percnt;,"1,661",10&percnt;,"12,032",73&percnt;,"4,482",27&percnt;,"38,811",99.6&percnt;,0,0.0&percnt;,8,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,13,0.0&percnt;,0,0.0&percnt;,135,0.3&percnt;,"1,179",7&percnt;,259,1&percnt;,"15,076",84&percnt;,"1,386",8&percnt;,"1,077",77.7&percnt;,44,3.2&percnt;,75,5.4&percnt;,11,0.8&percnt;,106,7.6&percnt;,0,0.0&percnt;,73,5.3&percnt;,"3,512",23&percnt;,"7,844",52&percnt;,"3,293",22&percnt;,328,2&percnt;,"15,995",48&percnt;,"6,224",19&percnt;,"11,132",33&percnt;,"15,995",48&percnt;,"6,224",19&percnt;,"11,132",33&percnt;,"13,797",66.8&percnt;,"4,552",22.0&percnt;,55,0.3&percnt;,89,0.4&percnt;,"1,015",4.9&percnt;,"1,138",5.5&percnt;,"2,580",18&percnt;,"5,228",37&percnt;,738,5&percnt;,"4,218",30&percnt;,830,6&percnt;,388,3&percnt;,119,1&percnt;,"4,716",76.8&percnt;,"1,074",17.5&percnt;,353,5.7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,90021,"3,951","1,908","1,761","$444,000",2.07,0.03,"1,561","$13,415","2,790",71&percnt;,"1,161",29&percnt;,"1,620",41.0&percnt;,"1,242",31.4&percnt;,49,1.2&percnt;,158,4.0&percnt;,4,0.1&percnt;,733,18.6&percnt;,145,3.7&percnt;,173,11&percnt;,110,7&percnt;,"1,108",71&percnt;,170,11&percnt;,"1,421",91&percnt;,140,9&percnt;,"2,456",62&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,"1,495",38&percnt;,134,7.6&percnt;,12,0.7&percnt;,"1,415",80.4&percnt;,200,11.4&percnt;,152,76&percnt;,7,4&percnt;,4,2&percnt;,0,0&percnt;,6,3&percnt;,0,0&percnt;,31,16&percnt;,993,65&percnt;,364,24&percnt;,60,4&percnt;,110,7&percnt;,797,29&percnt;,613,22&percnt;,"1,322",48&percnt;,797,29&percnt;,613,22&percnt;,"1,322",48&percnt;,561,46&percnt;,232,19&percnt;,0,0&percnt;,0,0&percnt;,291,24&percnt;,132,11&percnt;,537,29&percnt;,875,47&percnt;,115,6&percnt;,267,14&percnt;,71,4&percnt;,0,0&percnt;,0,0&percnt;,151,92&percnt;,0,0&percnt;,13,8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,90022,"67,179","15,334","17,713","$294,800",4.38,0.00,"17,023","$38,925","33,216",49&percnt;,"33,963",51&percnt;,"35,177",52.4&percnt;,387,0.6&percnt;,858,1.3&percnt;,549,0.8&percnt;,36,0.1&percnt;,"27,902",41.5&percnt;,"2,270",3.4&percnt;,"8,472",50&percnt;,"5,673",33&percnt;,"2,199",13&percnt;,679,4&percnt;,"7,686",45&percnt;,"9,337",55&percnt;,"67,135",99.9&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,44,0.1&percnt;,"4,430",25&percnt;,"1,619",9&percnt;,"10,974",62&percnt;,690,4&percnt;,336,49&percnt;,38,6&percnt;,60,9&percnt;,24,3&percnt;,31,4&percnt;,0,0&percnt;,201,29&percnt;,688,6&percnt;,"4,312",39&percnt;,"4,038",36&percnt;,"2,143",19&percnt;,"18,031",35&percnt;,"12,822",25&percnt;,"21,105",41&percnt;,"18,031",35&percnt;,"12,822",25&percnt;,"21,105",41&percnt;,"21,745",79.5&percnt;,"3,155",11.5&percnt;,17,0.1&percnt;,6,0.0&percnt;,"1,753",6.4&percnt;,689,2.5&percnt;,"10,445",52.8&percnt;,"7,690",38.9&percnt;,821,4.2&percnt;,674,3.4&percnt;,114,0.6&percnt;,29,0.1&percnt;,6,0.0&percnt;,"15,175",87.9&percnt;,366,2.1&percnt;,"1,729",10.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,90023,"45,903","10,866","11,259","$287,500",4.22,0.03,"10,727","$33,849","23,037",50&percnt;,"22,866",50&percnt;,"22,777",49.6&percnt;,308,0.7&percnt;,560,1.2&percnt;,273,0.6&percnt;,32,0.1&percnt;,"20,498",44.7&percnt;,"1,455",3.2&percnt;,"5,525",52&percnt;,"3,685",34&percnt;,"1,086",10&percnt;,431,4&percnt;,"4,306",40&percnt;,"6,421",60&percnt;,"45,722",99.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,104,0.2&percnt;,31,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,46,0.1&percnt;,"2,277",20&percnt;,825,7&percnt;,"7,625",68&percnt;,532,5&percnt;,286,54&percnt;,18,3&percnt;,45,8&percnt;,8,2&percnt;,9,2&percnt;,0,0&percnt;,166,31&percnt;,"1,684",21&percnt;,"1,859",23&percnt;,"2,912",37&percnt;,"1,498",19&percnt;,"12,666",39&percnt;,"5,942",18&percnt;,"14,236",43&percnt;,"12,666",39&percnt;,"5,942",18&percnt;,"14,236",43&percnt;,"12,318",72&percnt;,"3,353",20&percnt;,0,0&percnt;,0,0&percnt;,"1,096",6&percnt;,321,2&percnt;,"7,563",59.2&percnt;,"4,346",34.0&percnt;,302,2.4&percnt;,372,2.9&percnt;,135,1.1&percnt;,63,0.5&percnt;,4,0.0&percnt;,"10,040",86&percnt;,349,3&percnt;,"1,252",11&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,90024,"47,452","16,154","19,932","$963,400",2.94,0.00,"17,903","$54,373","22,248",47&percnt;,"25,204",53&percnt;,"29,232",61.6&percnt;,"1,018",2.1&percnt;,79,0.2&percnt;,"12,615",26.6&percnt;,57,0.1&percnt;,"1,843",3.9&percnt;,"2,608",5.5&percnt;,"4,625",26&percnt;,"1,250",7&percnt;,"7,491",42&percnt;,"4,537",25&percnt;,"15,969",89&percnt;,"1,934",11&percnt;,"36,281",76.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,"11,078",23.3&percnt;,0,0.0&percnt;,93,0.2&percnt;,"4,093",21&percnt;,"1,847",9&percnt;,"11,963",60&percnt;,"2,029",10&percnt;,"1,042",51.4&percnt;,83,4.1&percnt;,192,9.5&percnt;,87,4.3&percnt;,453,22.3&percnt;,2,0.1&percnt;,170,8.4&percnt;,"1,698",14&percnt;,"4,156",35&percnt;,"5,353",45&percnt;,804,7&percnt;,"10,368",22&percnt;,"20,502",43&percnt;,"17,282",36&percnt;,"10,368",22&percnt;,"20,502",43&percnt;,"17,282",36&percnt;,"11,897",52.7&percnt;,"1,058",4.7&percnt;,29,0.1&percnt;,41,0.2&percnt;,"7,509",33.3&percnt;,"2,021",9.0&percnt;,229,2&percnt;,"2,409",22&percnt;,391,4&percnt;,"3,810",34&percnt;,"1,826",16&percnt;,"1,745",16&percnt;,761,7&percnt;,"1,530",53.6&percnt;,"1,134",39.7&percnt;,189,6.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
